 ﻿ㄅ
ㄛ ㄛ
二 二次革命
二 二步
二 二段
二 二段制
二 二段式
二 二段票
二 二氧
二 二氧化
二 二氧化氮
二 二氧化矽
二 二氧化硅
二 二氧化硫
二 二氧化碳
二 二氧化鈦
二 二氧化鉛
二 二氧化錳
二 二氯乙烷
二 二水
二 二流
二 二流人才
二 二流角色
二 二滴
二 二爺
二 二版
二 二獎
二 二班
二 二班制
二 二甲
二 二甲胺基
二 二甲苯
二 二男
二 二男一女
二 二男二女
二 二百
二 二百二
二 二百五
二 二百人
二 二百個
二 二百元
二 二百塊
二 二硫化物
二 二硫化碳
二 二硫化鉬
二 二硫基丙
二 二碗
二 二碳化鈣
二 二科
二 二秒
二 二秒鐘
二 二種
二 二端
二 二等
二 二等兵
二 二等艙
二 二等親
二 二筒
二 二簧
二 二籠
二 二粒
二 二級
二 二級風
二 二綠
二 二維
二 二老
二 二老板
二 二者
二 二者不可兼得
二 二者之間
二 二聯
二 二聯單
二 二聯式
二 二聲
二 二股
二 二胇基丙醇
二 二胡
二 二舅
二 二舅媽
二 二舅母
二 二艘
二 二萬
二 二萬五千
二 二萬人
二 二萬個
二 二萬元
二 二萬塊
二 二葉松
二 二虎相鬥
二 二號
二 二號分機
二 二號機
二 二行程
二 二街
二 二表哥
二 二表妹
二 二表姊
二 二表姊夫
二 二表嫂
二 二表弟
二 二袋
二 二話
二 二話不說
二 二課
二 二諦
二 二讀
二 二象性
二 二路
二 二路縱隊
二 二輪
二 二輪電影
二 二輪馬車
二 二通
二 二連
二 二進位
二 二進位制
二 二進制
二 二進制碼
二 二遍
二 二邊
二 二郎山
二 二郎腿
二 二部
二 二部制
二 二部合唱
二 二部曲
二 二里
二 二重
二 二重人格
二 二重唱
二 二重奏
二 二重性
二 二錢
二 二鍋頭
二 二門
二 二集
二 二面角
二 二頁
二 二頂
二 二項式
二 二頭肌
二 二首
二 二首歌
二 二黃
二 二點
二 二點鐘
二 二黨制
二 二龍
亍 亍
于 于
于 于七
于 于于
于 于今
于 于右任
于 于思
于 于是
于 于是乎
于 于歸
于 于田
于 于飛
于 于餘曲折
亏 亏
云 云
云 云云
云 云爾
互 互
互 互不
互 互不侵犯
互 互不侵犯條約
互 互不干涉
互 互不干涉內政
互 互不相讓
互 互交
互 互以
互 互保
互 互信
互 互信互諒
互 互信互重
互 互信無猜
互 互別苗頭
互 互利
互 互利性
互 互制
互 互加
互 互助
互 互助合作
互 互助會
互 互助組
互 互動
互 互動式
互 互動關係
互 互向
互 互唱
互 互問
互 互喊
互 互填
互 互市
互 互得
互 互惠
互 互惠協定
互 互惠待遇
互 互惠條約
互 互愛
互 互感
互 互成
互 互打
互 互指
互 互推
互 互換
互 互換性
互 互教互學
互 互斥
互 互於
互 互有
互 互有勝負
互 互有權
互 互有輸贏
互 互毆
互 互派
互 互派大使
互 互添
互 互溶
互 互濟會
互 互為
互 互為因果
互 互為奧援
互 互為條件
互 互爭
互 互爭雄長
互 互生
互 互生葉
互 互用
互 互異
互 互發
互 互相
互 互相切磋
互 互相幫助
互 互相標榜
互 互答
互 互罰
互 互致問候
互 互與
互 互補
互 互補式
互 互補色
互 互見
互 互訪
互 互調
互 互諒
互 互謀
互 互謀其利
互 互證
互 互質
互 互轉
互 互通
互 互通性
互 互通有無
互 互通聲氣
互 互道
互 互道珍重
互 互選
互 互鬧
互 互點
亓 亓
五 五
五 五一
五 五一勞動節
五 五丁
五 五上
五 五下
五 五不救罪
五 五世
五 五世同堂
五 五丙
五 五中
五 五串
五 五乙
五 五五
五 五五波
五 五五草案
五 五人
五 五人份
五 五代
五 五代十國
五 五代同堂
五 五件
五 五件事
五 五份
五 五位
五 五位數
五 五保
五 五個
五 五個人
五 五個月
五 五倍子
五 五倍子蟲
五 五倫
五 五停心觀
五 五億
五 五元
五 五兆
五 五光十色
五 五克
五 五內
五 五內俱焚
五 五內如焚
五 五兩
五 五公里
五 五具
五 五冊
五 五刀
五 五分
五 五分明兒
五 五分法身
五 五分錢
五 五分鐘
五 五刑
五 五劃
五 五力
五 五加皮
五 五匙
五 五十
五 五十元
五 五十塊
五 五十步笑百步
五 五十肩
五 五千
五 五千人
五 五千個
五 五千元
五 五千塊
五 五原
五 五反運動
五 五口
五 五口之家
五 五句
五 五只
五 五台
五 五台山
五 五名
五 五呎
五 五周
五 五周年
五 五味
五 五味子
五 五味雜陳
五 五員
五 五哥
五 五四
五 五四時代
五 五四運動
五 五圈
五 五國
五 五圓
五 五坪
五 五場
五 五堵
五 五塊
五 五塊錢
五 五壺
五 五夜
五 五大
五 五大明王
五 五大洲
五 五天
五 五姊
五 五姊夫
五 五姑
五 五子
五 五子棋
五 五子登科
五 五孔
五 五字
五 五季
五 五官
五 五官端正
五 五客
五 五家
五 五封
五 五專
五 五專生
五 五小
五 五小時
五 五尺
五 五局
五 五局上半
五 五局下半
五 五屆
五 五層
五 五層樓
五 五峰
五 五嶺
五 五嶽
五 五巷
五 五帝
五 五師
五 五席
五 五常
五 五幢
五 五年
五 五年級
五 五年計劃
五 五床
五 五度
五 五度五關
五 五式
五 五弟
五 五弦琴
五 五彩
五 五彩奪目
五 五彩繽紛
五 五律
五 五成
五 五成新
五 五戒
五 五截
五 五戶
五 五打
五 五折
五 五招
五 五拳
五 五指
五 五指山
五 五支
五 五文
五 五文錢
五 五斗櫃
五 五斗櫥
五 五方
五 五方雜處
五 五日
五 五日份
五 五星
五 五星上將
五 五星旗
五 五星紅旗
五 五星級
五 五時
五 五晚
五 五智
五 五更
五 五更天
五 五月
五 五月份
五 五月節
五 五月花
五 五服
五 五朔節
五 五期
五 五板
五 五枝
五 五架
五 五柳先生
五 五根
五 五格
五 五桶
五 五梏
五 五條
五 五棓子
五 五棟
五 五棵
五 五樓
五 五樓住戶
五 五檔
五 五權
五 五權分立
五 五權憲法
五 五次
五 五次犯規
五 五步
五 五歲
五 五歲時
五 五段
五 五毒
五 五比丘
五 五毛
五 五毛錢
五 五洞
五 五洲
五 五湖四海
五 五無間業
五 五燈獎
五 五營
五 五爺
五 五版
五 五班
五 五瓶
五 五甲
五 五發
五 五百
五 五百人
五 五百個
五 五百元
五 五百塊
五 五盒
五 五盒裝
五 五眼
五 五短
五 五短身材
五 五碗
五 五碼
五 五祖
五 五福
五 五福臨門
五 五科
五 五秒
五 五秒鐘
五 五種
五 五穀
五 五穀豐收
五 五穀雜糧
五 五筆
五 五筆劃
五 五筒
五 五箱
五 五節
五 五節課
五 五米
五 五粒
五 五粒裝
五 五級
五 五結
五 五經
五 五線
五 五線譜
五 五罐
五 五聲
五 五股
五 五股鄉
五 五育並重
五 五胎
五 五胡
五 五胡之亂
五 五胡亂華
五 五胡十六國
五 五臟
五 五臟俱全
五 五臟六腑
五 五臟廟
五 五船
五 五色
五 五色旗
五 五色鳥
五 五花八門
五 五花大綁
五 五花爨弄
五 五花肉
五 五華
五 五華山
五 五萬
五 五萬人
五 五萬個
五 五萬元
五 五萬塊
五 五葉
五 五蘊
五 五蘊熾盛苦
五 五處
五 五號
五 五行
五 五行字
五 五行生剋
五 五街
五 五袋
五 五見
五 五角
五 五角大廈
五 五角形
五 五角星
五 五角錐
五 五角錢
五 五言
五 五言律詩
五 五言絕句
五 五言詩
五 五課
五 五識
五 五谷
五 五起
五 五路
五 五路縱隊
五 五輕
五 五輛
五 五輛車
五 五逆
五 五逆罪
五 五通
五 五週
五 五週年
五 五遍
五 五道
五 五邊
五 五邊形
五 五部
五 五里
五 五里霧
五 五里霧中
五 五金
五 五金店
五 五金行
五 五銖
五 五銖錢
五 五錢
五 五門
五 五間
五 五關
五 五院
五 五陰
五 五陰世間
五 五隻
五 五集
五 五雙
五 五雷轟頂
五 五霸
五 五面
五 五面體
五 五音
五 五音不全
五 五頁
五 五頂
五 五項
五 五項原則
五 五頭
五 五顆
五 五題
五 五顏六色
五 五餐
五 五餐飯
五 五香
五 五香十味
五 五馬
五 五馬分屍
五 五體投地
五 五點
五 五點鐘
五 五黨
五 五齣
五 五齣戲
五 五龍
井 井
井 井中求火
井 井中視星
井 井井有條
井 井口
井 井台
井 井噴
井 井壁
井 井岡山
井 井底
井 井底之蛙
井 井底蛙
井 井底銀瓶
井 井架
井 井水
井 井水不犯河水
井 井渫不食
井 井灌
井 井然
井 井然有序
井 井然有條
井 井田
井 井田制
井 井田制度
井 井筒
井 井臼
井 井蛙
井 井蛙語海
井 井陘
井 井鹽
亖 亖
亗 亗
亘 亘
亙 亙
亙 亙古
些 些
些 些些
些 些兒
些 些小
些 些少
些 些微
些 些許
亜 亜
亝 亝
亞 亞
亞 亞丁
亞 亞伯
亞 亞伯拉罕
亞 亞利安人
亞 亞利桑納州
亞 亞利桑那
亞 亞利桑那州
亞 亞原子性
亞 亞喬木
亞 亞太
亞 亞太地區
亞 亞太營運中心
亞 亞太經濟合作會議
亞 亞太金融中心
亞 亞得里亞海
亞 亞斯
亞 亞東
亞 亞東工專
亞 亞東工業
亞 亞東工業專科學校
亞 亞東關係
亞 亞東關係協會
亞 亞歷山大
亞 亞歷山大帝國
亞 亞洲
亞 亞洲人
亞 亞洲信託
亞 亞洲各國
亞 亞洲四小龍
亞 亞洲國家
亞 亞洲地區
亞 亞洲大學
亞 亞洲杯
亞 亞洲運動會
亞 亞熱帶
亞 亞熱帶地區
亞 亞熱帶氣候
亞 亞特蘭大
亞 亞犬
亞 亞理斯多德
亞 亞瑟
亞 亞瑟王
亞 亞當
亞 亞當史密斯
亞 亞當斯
亞 亞盟
亞 亞硝酸
亞 亞硫酸
亞 亞硫酸鹽
亞 亞磷酸鹽
亞 亞細亞
亞 亞細亞洲
亞 亞細亞生產方式
亞 亞綱
亞 亞美利加
亞 亞美利加洲
亞 亞美尼亞
亞 亞美尼亞人
亞 亞聖
亞 亞肩疊背
亞 亞胺
亞 亞裔
亞 亞軍
亞 亞軍獎
亞 亞軍獎牌
亞 亞運
亞 亞運會
亞 亞運選手
亞 亞里士多德
亞 亞里斯多德
亞 亞鉛
亞 亞鐵
亞 亞非會議
亞 亞馬孫河
亞 亞馬遜
亞 亞馬遜族
亞 亞馬遜河
亞 亞馬遜盆地
亞 亞麻
亞 亞麻布
亟 亟
亟 亟待
亟 亟欲
亟 亟需
亟 亟須
亡 亡
亡 亡了
亡 亡佚
亡 亡兄
亡 亡友
亡 亡命
亡 亡命之徒
亡 亡命徒
亡 亡國
亡 亡國之音
亡 亡國奴
亡 亡國滅種
亡 亡國論
亡 亡國論者
亡 亡夫
亡 亡失
亡 亡妹
亡 亡故
亡 亡歿
亡 亡母
亡 亡父
亡 亡羊補牢
亡 亡者
亡 亡逝
亡 亡靈
亡 亡魂
亢 亢
亢 亢奮
亢 亢旱
亢 亢直
亢 亢進
亢 亢龍有悔
亣 亣
交 交
交 交上
交 交上來
交 交上去
交 交下
交 交下來
交 交下去
交 交了
交 交互
交 交互作用
交 交互進行
交 交些
交 交交
交 交付
交 交付給
交 交代
交 交件
交 交保
交 交個
交 交出
交 交出來
交 交出去
交 交到
交 交割
交 交割股
交 交加
交 交卷
交 交卸
交 交叉
交 交叉口
交 交叉點
交 交友
交 交友不慎
交 交合
交 交售
交 交回
交 交回來
交 交回去
交 交城
交 交大
交 交女友
交 交好
交 交媾
交 交完
交 交對
交 交尾
交 交尾季節
交 交工
交 交差
交 交差了事
交 交帳
交 交往
交 交往甚密
交 交待
交 交心
交 交情
交 交惡
交 交感
交 交感神經
交 交戰
交 交戰國
交 交戰圖
交 交戰狀態
交 交手
交 交拜
交 交接
交 交接點
交 交換
交 交換價值
交 交換律
交 交換意見
交 交換所
交 交換條件
交 交換機
交 交換法
交 交換碼
交 交於
交 交易
交 交易所
交 交易法
交 交易稅
交 交替
交 交替法
交 交會
交 交會法
交 交杯酒
交 交棒
交 交椅
交 交歡
交 交流
交 交流道
交 交流電
交 交流電力
交 交流電力機車
交 交涉
交 交淺言深
交 交清
交 交班
交 交界
交 交界處
交 交疊
交 交白卷
交 交相
交 交移
交 交納
交 交結
交 交給
交 交織
交 交織成
交 交織著
交 交與
交 交融
交 交角
交 交託
交 交誼
交 交誼廳
交 交誼會
交 交談
交 交談起來
交 交警
交 交貨
交 交貨單
交 交貨期
交 交貨港
交 交賬
交 交趾
交 交通
交 交通事故
交 交通信號
交 交通史
交 交通員
交 交通大學
交 交通安全
交 交通局
交 交通工具
交 交通法庭
交 交通網
交 交通線
交 交通處
交 交通規則
交 交通警察
交 交通車
交 交通部
交 交通部長
交 交通銀行
交 交通阻塞
交 交遊廣闊
交 交運
交 交過
交 交過來
交 交過去
交 交道
交 交還
交 交還給
交 交配
交 交配季節
交 交鋒
交 交錯
交 交錯法
交 交際
交 交際應酬
交 交際舞
交 交際花
交 交際處長
交 交際費
交 交際賽
交 交集
交 交響
交 交響曲
交 交響樂
交 交響樂團
交 交響樂章
交 交響樂隊
交 交響詩
交 交頭接耳
交 交點
亥 亥
亦 亦
亦 亦且
亦 亦即
亦 亦可
亦 亦同
亦 亦因
亦 亦將
亦 亦對
亦 亦對於
亦 亦就
亦 亦得
亦 亦必
亦 亦應
亦 亦或
亦 亦是
亦 亦有
亦 亦步亦趨
亦 亦比
亦 亦然
亦 亦當
亦 亦經
亦 亦需
亦 亦需要
亦 亦須
亨 亨
亨 亨利
亨 亨利四世
亨 亨通
享 享
享 享受
享 享受到
享 享國
享 享壽
享 享年
享 享有
享 享樂
享 享樂主義
享 享用
享 享福
享 享譽
京 京
京 京兆尹
京 京劇
京 京口
京 京城
京 京山
京 京師
京 京師人
京 京府
京 京戲
京 京房
京 京滬
京 京漢鐵路
京 京片子
京 京畿
京 京胡
京 京腔
京 京華
京 京西
京 京話
京 京調
京 京都
亭 亭
亭 亭亭
亭 亭亭玉立
亭 亭午
亭 亭台
亭 亭台樓閣
亭 亭子
亭 亭長
亮 亮
亮 亮了
亮 亮光
亮 亮到
亮 亮堂
亮 亮底
亮 亮度
亮 亮晶晶
亮 亮片
亮 亮相
亮 亮眼
亮 亮票
亮 亮節
亮 亮著
亮 亮話
亮 亮起
亮 亮閃閃
亮 亮麗
亯 亯
亰 亰
亱 亱
亲 亲
亳 亳
亳 亳縣
亴 亴
亶 亶
亷 亷
亹 亹
亹 亹亹
亹 亹亹不倦
亹 亹亹不卷
人 人
人 人一己百
人 人丁
人 人丁旺盛
人 人上有人
人 人下
人 人不像人
人 人不可貌相
人 人不為己
人 人不犯我
人 人不知鬼不覺
人 人不聊生
人 人世
人 人中
人 人中之龍
人 人中豪傑
人 人主
人 人之將死
人 人之常情
人 人事
人 人事不省
人 人事全非
人 人事室
人 人事異動
人 人事皆非
人 人事管理
人 人事處
人 人事行政
人 人事部
人 人云亦云
人 人亡政息
人 人亡物在
人 人人
人 人人得而
人 人人有則
人 人人稱快
人 人人自危
人 人代
人 人代大會
人 人仰馬翻
人 人來人往
人 人們
人 人倫
人 人傑
人 人傑地靈
人 人像
人 人像畫
人 人像靶
人 人兒
人 人前
人 人前人後
人 人剝削人
人 人力
人 人力不足
人 人力資源
人 人力車
人 人去
人 人去樓空
人 人參
人 人參果
人 人參精
人 人參酒
人 人叢
人 人口
人 人口分布
人 人口問題
人 人口增加
人 人口密度
人 人口普查
人 人口爆炸
人 人口結構
人 人口統計
人 人口論
人 人口販子
人 人口過剩
人 人口金字塔
人 人叫
人 人叫聲
人 人吃人
人 人各有志
人 人同此心
人 人名
人 人君
人 人命
人 人命關天
人 人和
人 人品
人 人員
人 人善被人欺
人 人單勢薄
人 人因
人 人困馬乏
人 人團法
人 人在
人 人在何方
人 人在何處
人 人在江湖
人 人在福中不知福
人 人地
人 人地生疏
人 人堆
人 人士
人 人壽
人 人壽保險
人 人外有人
人 人多
人 人多勢眾
人 人多口雜
人 人多嘴雜
人 人多手雜
人 人大
人 人如其名
人 人如其面
人 人妖
人 人子
人 人字架
人 人存政舉
人 人孤勢單
人 人定
人 人定勝天
人 人家
人 人家說
人 人寰
人 人小鬼大
人 人山人海
人 人工
人 人工化
人 人工受孕
人 人工受精
人 人工呼吸
人 人工孵化
人 人工島
人 人工工資
人 人工心臟
人 人工成本
人 人工授精
人 人工效率
人 人工智慧
人 人工林
人 人工氣胸
人 人工流產
人 人工湖
人 人工甘味
人 人工色素
人 人工閱卷
人 人工降雨
人 人工養殖
人 人師
人 人形
人 人影
人 人影兒
人 人後
人 人微言輕
人 人心
人 人心不古
人 人心不同
人 人心不同如其面
人 人心不足蛇吞象
人 人心大快
人 人心思漢
人 人心惟危
人 人心惶惶
人 人心所向
人 人心是肉做的
人 人心果
人 人心渙散
人 人心皇皇
人 人心莫測
人 人心隔肚皮
人 人心難測
人 人性
人 人性化
人 人性尊嚴
人 人性本善
人 人性本惡
人 人性論
人 人情
人 人情世故
人 人情之常
人 人情債
人 人情冷暖
人 人情味
人 人情味兒
人 人慾
人 人慾橫流
人 人我
人 人我不分
人 人所共知
人 人手
人 人手一冊
人 人手不足
人 人才
人 人才出眾
人 人才外流
人 人才濟濟
人 人才輩出
人 人才難得
人 人數
人 人文
人 人文主義
人 人文地理
人 人文教育
人 人文景觀
人 人文科學
人 人文薈萃
人 人日
人 人時
人 人望
人 人本
人 人本主義
人 人本說
人 人本論
人 人材
人 人格
人 人格保證
人 人格分裂
人 人格化
人 人格擔保
人 人格教育
人 人格權
人 人格測驗
人 人棄我取
人 人極
人 人模人樣
人 人樣
人 人機
人 人機一體
人 人權
人 人權主義
人 人權宣言
人 人權思想
人 人權節
人 人次
人 人欲
人 人死留名
人 人比人氣死人
人 人氏
人 人民
人 人民之聲
人 人民之聲報
人 人民代表
人 人民代表大會
人 人民內部
人 人民內部矛盾
人 人民公社
人 人民公社化
人 人民出版社
人 人民團體
人 人民報
人 人民大會
人 人民大會堂
人 人民委員
人 人民委員會
人 人民幣
人 人民性
人 人民意志
人 人民戰爭
人 人民政府
人 人民日報
人 人民武裝
人 人民民主國家
人 人民民主專政
人 人民法庭
人 人民法院
人 人民警察
人 人民軍隊
人 人民陣線
人 人民黨
人 人氣
人 人氣旺盛
人 人治
人 人流
人 人浮於事
人 人浮於食
人 人海
人 人海戰術
人 人海茫茫
人 人渣
人 人溺己溺
人 人滿
人 人滿之患
人 人滿為患
人 人潮
人 人為
人 人為刀俎
人 人為地
人 人為萬物之靈
人 人為財死
人 人無千日
人 人無千日好
人 人無遠慮
人 人煙
人 人煙稀少
人 人爭一口氣
人 人牆
人 人物
人 人物性格
人 人物畫
人 人物誌
人 人犯
人 人猿
人 人猿泰山
人 人瑞
人 人生
人 人生七十
人 人生價值
人 人生哲學
人 人生在世
人 人生地不熟
人 人生如夢
人 人生如朝露
人 人生如萍
人 人生意義
人 人生朝露
人 人生舞台
人 人生觀
人 人生路不熟
人 人畜興旺
人 人皮
人 人盡可夫
人 人盡皆知
人 人相
人 人相學
人 人神共憤
人 人禍
人 人種
人 人種學
人 人稱
人 人稱代名詞
人 人窮志不窮
人 人窮志短
人 人算不如天算
人 人糞尿
人 人緣
人 人群
人 人群中
人 人老珠黃
人 人聲
人 人聲吵雜
人 人聲鼎沸
人 人肉
人 人肉市場
人 人脈
人 人腦
人 人臣
人 人蔘
人 人行地下道
人 人行道
人 人行陸橋
人 人要衣裝
人 人見
人 人見人愛
人 人言
人 人言可畏
人 人言嘖嘖
人 人言籍籍
人 人言鑿鑿
人 人証
人 人話
人 人語馬嘶
人 人謀不臧
人 人證
人 人財兩失
人 人財兩得
人 人財兩空
人 人質
人 人贓俱獲
人 人跡
人 人跡杳然
人 人跡罕至
人 人身
人 人身依附
人 人身保護令
人 人身攻擊
人 人身自由
人 人造
人 人造冰
人 人造地球衛星
人 人造板
人 人造棉
人 人造橡膠
人 人造皮
人 人造絲
人 人造纖維
人 人造肥料
人 人造花
人 人造衛星
人 人造雨
人 人造革
人 人逢喜事精神爽
人 人道
人 人道主義
人 人道立場
人 人道精神
人 人選
人 人部
人 人間
人 人間仙境
人 人間冷暖
人 人間喜劇
人 人間地獄
人 人間天堂
人 人間詞話
人 人際
人 人非木石
人 人非聖賢
人 人非草木
人 人面
人 人面桃花
人 人面獅身
人 人面獸心
人 人頭
人 人頭支票
人 人頭稅
人 人頭落地
人 人類
人 人類史
人 人類史上
人 人類學
人 人類學家
人 人飢己飢
人 人馬
人 人馬宮
人 人馬座
人 人體
人 人體上
人 人體工學
人 人體素描
人 人體解剖
人 人高馬大
人 人鬼
人 人鬼不分
人 人鬼殊途
人 人魚
人 人魚公主
人 人龍
亼 亼
亾 亾
什 什
什 什件
什 什物
什 什錦
什 什錦炒麵
什 什錦菜
什 什錦麵
什 什麼
什 什麼事
什 什麼人
什 什麼的
仁 仁
仁 仁人
仁 仁人君子
仁 仁人志士
仁 仁信
仁 仁兄
仁 仁化
仁 仁厚
仁 仁君
仁 仁和
仁 仁壽
仁 仁壽街
仁 仁孝
仁 仁宗
仁 仁弟
仁 仁德
仁 仁心
仁 仁心仁術
仁 仁愛
仁 仁愛國中
仁 仁愛國小
仁 仁愛為接物之本
仁 仁愛路
仁 仁愛醫院
仁 仁慈
仁 仁慈心
仁 仁政
仁 仁昌
仁 仁武
仁 仁民愛物
仁 仁波切
仁 仁義
仁 仁義禮智信
仁 仁義道德
仁 仁者
仁 仁者樂山
仁 仁者無敵
仁 仁至義盡
仁 仁術
仁 仁言利博
仁 仁醫
仂 仂
仃 仃
仄 仄
仄 仄聲
仄 仄韻
仅 仅
仆 仆
仆 仆倒
仇 仇
仇 仇人
仇 仇家
仇 仇怨
仇 仇恨
仇 仇敵
仇 仇殺
仇 仇視
仇 仇隙
仈 仈
仉 仉
今 今
今 今世
今 今人
今 今兒
今 今兒個
今 今冬
今 今古奇觀
今 今名
今 今夏
今 今夕
今 今夜
今 今天
今 今天在
今 今天是
今 今天會
今 今天有
今 今天能
今 今宵
今 今年
今 今後
今 今愁古恨
今 今文
今 今文學
今 今文經學
今 今日
今 今日世界
今 今早
今 今明兩天
今 今昔
今 今是昨非
今 今晚
今 今晨
今 今朝
今 今朝有酒今朝醉
今 今歲
今 今生
今 今生今世
今 今番
今 今非昔比
介 介
介 介係詞
介 介入
介 介冑
介 介在
介 介壽
介 介子
介 介意
介 介於
介 介殼
介 介紹
介 介紹人
介 介紹信
介 介紹出來
介 介紹所
介 介繫詞
介 介蟲
介 介詞
介 介質
介 介達電位
介 介電常數
介 介面
介 介面卡
仌 仌
仍 仍
仍 仍來
仍 仍依
仍 仍到
仍 仍去
仍 仍在
仍 仍應
仍 仍是
仍 仍會
仍 仍有
仍 仍然
仍 仍然在
仍 仍然是
仍 仍然會
仍 仍能
仍 仍舊
仍 仍舊在
仍 仍舊是
仍 仍舊會
仍 仍舊有
仍 仍要
从 从
仏 仏
仐 仐
仔 仔
仔 仔密
仔 仔細
仔 仔細想
仔 仔細看
仔 仔細聽
仕 仕
仕 仕女
仕 仕女圖
仕 仕官
仕 仕宦
仕 仕途
仕 仕進
他 他
他 他上
他 他上來
他 他上去
他 他下
他 他下來
他 他下去
他 他不
他 他不是
他 他不會
他 他了
他 他人
他 他來
他 他倆
他 他們
他 他們倆
他 他們的
他 他儂
他 他先
他 他出
他 他出來
他 他出去
他 他到
他 他力
他 他動詞
他 他化自在天
他 他國
他 他在
他 他媽的
他 他山之石
他 他律性
他 他心通
他 他想
他 他放
他 他方
他 他日
他 他是
他 他有
他 他殺
他 他物
他 他的
他 他種
他 他自己
他 他處
他 他要
他 他認為
他 他說
他 他請
他 他過
他 他過來
他 他過去
他 他鄉
他 他鄉遇故知
他 他院
他 他項
仗 仗
仗 仗勢
仗 仗勢欺人
仗 仗恃
仗 仗持
仗 仗持著
仗 仗義
仗 仗義執言
仗 仗義疏財
付 付
付 付上
付 付下
付 付下去
付 付之一炬
付 付之一笑
付 付之東流
付 付之流水
付 付之闕如
付 付了
付 付予
付 付交
付 付來
付 付出
付 付刊
付 付到
付 付印
付 付去
付 付在
付 付好
付 付帳
付 付得
付 付息
付 付托
付 付掉
付 付梓
付 付款
付 付款人
付 付款單
付 付款日
付 付清
付 付現
付 付給
付 付與
付 付著
付 付訖
付 付託
付 付託重任
付 付諸
付 付諸實行
付 付諸東流
付 付諸流水
付 付諸行動
付 付費
付 付費者
付 付起
付 付足
付 付過
付 付郵
付 付錢
付 付點
仙 仙
仙 仙丹
仙 仙人
仙 仙人掌
仙 仙人跳
仙 仙侶
仙 仙后座
仙 仙境
仙 仙女
仙 仙女座
仙 仙姑
仙 仙子
仙 仙家
仙 仙岩
仙 仙師
仙 仙府
仙 仙桃
仙 仙樂
仙 仙王座
仙 仙界
仙 仙童
仙 仙翁
仙 仙草
仙 仙草蜜
仙 仙藥
仙 仙術
仙 仙貝
仙 仙逝
仙 仙鄉
仙 仙露明珠
仙 仙風道骨
仙 仙鶴
仚 仚
仛 仛
仜 仜
仝 仝
仞 仞
仟 仟
仟 仟克
仟 仟卡
仠 仠
仡 仡
仢 仢
代 代
代 代之以
代 代人
代 代付款
代 代代
代 代代相傳
代 代代相承
代 代價
代 代償
代 代出
代 代勞
代 代取
代 代名
代 代名詞
代 代售
代 代售處
代 代唱
代 代唱者
代 代墊
代 代天巡狩
代 代夫
代 代子
代 代寫
代 代工
代 代序
代 代庖
代 代打
代 代打者
代 代換
代 代換品
代 代收
代 代收款
代 代數
代 代數和
代 代數學
代 代數式
代 代書
代 代書事務所
代 代替
代 代替品
代 代查
代 代步
代 代母
代 代溝
代 代演
代 代為
代 代為說項
代 代父
代 代班
代 代理
代 代理人
代 代理商
代 代理官
代 代理店
代 代理行
代 代用
代 代用品
代 代碼
代 代筆
代 代管
代 代管人
代 代簽
代 代簽人
代 代糖
代 代罪羔羊
代 代耕
代 代與
代 代號
代 代行
代 代表
代 代表人
代 代表人物
代 代表作
代 代表團
代 代表大會
代 代表性
代 代表會
代 代表權
代 代表隊
代 代言
代 代言人
代 代訂
代 代詞
代 代課
代 代課老師
代 代謝
代 代謝作用
代 代謝率
代 代謝能
代 代議
代 代議制
代 代議政治
代 代購
代 代跑
代 代跑員
代 代跑者
代 代辦
代 代辦所
代 代辦處
代 代金
代 代銷
代 代銷商
代 代錄
代 代電
代 代領
代 代點
令 令
令 令人
令 令人噴飯
令 令人驚駭
令 令人髮指
令 令兄
令 令出如山
令 令出惟行
令 令友
令 令叔
令 令名
令 令坦
令 令堂
令 令妹
令 令姊
令 令嬡
令 令孫
令 令尊
令 令尊大人
令 令岳
令 令師
令 令弟
令 令徒
令 令愛
令 令旗
令 令望
令 令正
令 令牌
令 令瑗
令 令甥
令 令祖
令 令箭
令 令節
令 令行
令 令行禁止
令 令親
令 令譽
令 令郎
令 令酒
以 以
以 以上
以 以下
以 以不變應萬變
以 以你
以 以來
以 以供
以 以便
以 以候
以 以候通知
以 以假亂真
以 以假謬真
以 以偏概全
以 以備
以 以備不時之需
以 以價制量
以 以儆效尤
以 以免
以 以內
以 以其
以 以前
以 以力服人
以 以北
以 以南
以 以卵投石
以 以卵擊石
以 以原就被
以 以原就被原則
以 以及
以 以及人之老
以 以古況今
以 以古非今
以 以和為貴
以 以外
以 以多勝少
以 以太
以 以夷制夷
以 以寡擊眾
以 以寡敵眾
以 以小吃大
以 以左
以 以往
以 以後
以 以德報怨
以 以德服人
以 以怨報德
以 以攻為守
以 以故
以 以文會友
以 以是
以 以智取勝
以 以暴制暴
以 以暴易暴
以 以有限
以 以期
以 以東
以 以柔克剛
以 以次
以 以此
以 以此為戒
以 以此為限
以 以此類推
以 以毒攻毒
以 以求
以 以淚洗面
以 以為
以 以為在
以 以為是
以 以為會
以 以牙還牙
以 以理服人
以 以直報怨
以 以眼還眼
以 以示
以 以示公平
以 以禮
以 以禮相待
以 以策
以 以策安全
以 以管窺天
以 以簡馭繁
以 以至
以 以至於
以 以致
以 以色列
以 以色列人
以 以西
以 以訛傳訛
以 以詞害意
以 以貌取人
以 以貨易貨
